report_month,report_year,insurer_sno,insurer,category,premium_month_cr,premium_ytd_cr,premium_month_py_cr,premium_ytd_py_cr,premium_ytd_var_pct,policies_month,policies_ytd,policies_month_py,policies_ytd_py,policies_ytd_var_pct,source_file
March,2017,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.85,21.62,2.56,19.46,11.2,101.0,875.0,93.0,805.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,109.49,578.98,98.54,521.08,11.2,18220.0,127542.0,16762.0,117339.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,35.43,653.92,31.89,588.53,11.2,14.0,129.0,13.0,119.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.03,0.32,0.03,0.29,11.2,1.0,2.0,1.0,2.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,150.67,1254.84,135.6,1129.36,11.2,18849.0,128547.0,17341.0,118263.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,8.22,38.8,7.4,34.92,11.2,132.0,1030.0,121.0,948.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,97.18,582.95,87.46,524.66,11.2,16252.0,122745.0,14952.0,112925.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,40.12,109.38,36.11,98.44,11.2,8.0,26.0,7.0,24.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.18,6.62,0.16,5.96,11.2,5.0,39.0,5.0,36.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,141.27,737.75,127.14,663.98,11.2,15822.0,123841.0,14556.0,113934.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,190.98,813.31,171.88,731.98,11.2,5888.0,28860.0,5417.0,26551.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,265.61,1100.68,239.05,990.61,11.2,37479.0,192358.0,34481.0,176969.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,143.32,667.47,128.99,600.72,11.2,27.0,144.0,25.0,132.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.05,0.39,0.05,0.35,11.2,3.0,13.0,3.0,12.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,229.99,834.88,206.99,751.39,11.2,85.0,464.0,78.0,427.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,828.49,3416.73,745.64,3075.06,11.2,43245.0,221840.0,39785.0,204093.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,12.69,71.24,11.42,64.12,11.2,179.0,1055.0,165.0,971.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,197.5,936.26,177.75,842.63,11.2,25021.0,159920.0,23019.0,147126.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,45.09,244.04,40.58,219.64,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.03,0.44,0.03,0.4,11.2,12.0,110.0,11.0,101.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,6.41,45.56,5.77,41.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Total,260.34,1297.53,234.31,1167.78,11.2,25050.0,161086.0,23046.0,148199.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,0.55,1.72,0.5,1.55,11.2,5.0,1320.0,5.0,1214.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,6.95,72.74,6.26,65.47,11.2,2826.0,18600.0,2600.0,17112.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,9.69,58.25,8.72,52.42,11.2,1.0,7.0,1.0,6.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,0.48,15.83,0.43,14.25,11.2,6.0,127.0,6.0,117.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Total,17.08,148.52,15.37,133.67,11.2,2805.0,20054.0,2581.0,18450.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,22.0,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Total,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,197.86,1643.56,178.07,1479.2,11.2,4306.0,31804.0,3962.0,29260.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,975.44,6481.48,877.9,5833.33,11.2,150523.0,1044841.0,138481.0,961254.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,464.06,5042.44,417.65,4538.2,11.2,15.0,112.0,14.0,103.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,13.72,22.83,12.35,20.55,11.2,2.0,3.0,2.0,3.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,18.29,216.25,16.46,194.62,11.2,21.0,218.0,19.0,201.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Total,1694.47,13406.55,1525.02,12065.9,11.2,154776.0,1076979.0,142394.0,990821.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,5.85,36.48,5.26,32.83,11.2,426.0,1301.0,392.0,1197.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,72.97,332.49,65.67,299.24,11.2,39504.0,190994.0,36344.0,175714.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Single Premium,32.85,132.54,29.56,119.29,11.2,1.0,2.0,1.0,2.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,8.53,73.83,7.68,66.45,11.2,17.0,94.0,16.0,86.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Total,120.99,575.33,108.89,517.8,11.2,39929.0,192390.0,36735.0,176999.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,22.32,138.5,20.09,124.65,11.2,353.0,2503.0,325.0,2303.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,71.91,434.95,64.72,391.46,11.2,9133.0,62202.0,8402.0,57226.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,18.61,103.69,16.75,93.32,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.02,0.7,0.02,0.63,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,9.31,78.7,8.38,70.83,11.2,1.0,12.0,1.0,11.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Total,120.55,756.54,108.5,680.89,11.2,9401.0,64719.0,8649.0,59541.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,33.67,388.47,30.3,349.62,11.2,308.0,2557.0,283.0,2352.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,446.85,2181.82,402.16,1963.64,11.2,50902.0,296618.0,46830.0,272889.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,5.23,21.82,4.71,19.64,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,10.19,41.56,9.17,37.4,11.2,3.0,31.0,3.0,29.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,5.61,59.95,5.05,53.96,11.2,12.0,187.0,11.0,172.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Total,529.78,2693.62,476.8,2424.26,11.2,54212.0,299395.0,49875.0,275443.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,,PRIVATE,Individual Single Premium,1256.32,8829.72,1130.69,7946.75,11.2,27851.0,143210.0,25623.0,131753.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,,PRIVATE,Individual Non Single Premium,5027.11,28491.68,4524.4,25642.51,11.2,681418.0,4506156.0,626905.0,4145664.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,,PRIVATE,Group Single Premium,2817.43,19697.85,2535.69,17728.06,11.2,103.0,693.0,95.0,638.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,,PRIVATE,Group Non Single Premium,96.07,261.19,86.46,235.07,11.2,33.0,213.0,30.0,196.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,,PRIVATE,Group Yearly Renewable Premium,656.04,3886.77,590.44,3498.09,11.2,415.0,3910.0,382.0,3597.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,,PRIVATE,Total,9868.25,61167.22,8881.43,55050.5,11.2,704832.0,4654181.0,648445.0,4281847.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,1537.79,18734.62,1384.01,16861.16,11.2,90761.0,640618.0,83500.0,589369.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,3293.06,17929.61,2963.75,16136.65,11.2,2950113.0,12993417.0,2714104.0,11953944.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,13306.33,79020.14,11975.7,71118.13,11.2,64.0,313.0,59.0,288.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,195.88,3638.79,176.29,3274.91,11.2,1479.0,5452.0,1361.0,5016.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,-19.32,390.31,-17.39,351.28,11.2,1677.0,14902.0,1543.0,13710.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,27.0,LIFE INSURANCE CORPORATION OF INDIA,Total,17877.51,119713.47,16089.76,107742.12,11.2,2972273.0,13654702.0,2734491.0,12562326.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
March,2017,27.0,INDUSTRY TOTAL,Total,28604.77,180880.69,25744.29,162792.62,11.2,3799140.0,18308883.0,3495209.0,16844172.0,8.5,raw_files/DetailedReportofNB_Archive_2017_March.xls
April,2017,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,5.48,5.36,4.93,4.82,11.2,72.0,70.0,66.0,64.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,40.28,41.77,36.25,37.59,11.2,5139.0,5329.0,4728.0,4903.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Single Premium,33.41,33.2,30.07,29.88,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.14,0.14,0.13,0.13,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.73,2.74,2.46,2.47,11.2,7.0,7.0,6.0,6.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Total,83.78,83.2,75.4,74.88,11.2,5445.0,5407.0,5009.0,4974.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,5.9,5.96,5.31,5.36,11.2,162.0,163.0,149.0,150.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,7.37,7.47,6.63,6.72,11.2,873.0,885.0,803.0,814.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,6.09,6.09,5.48,5.48,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Total,19.79,19.53,17.81,17.58,11.2,1063.0,1048.0,978.0,964.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.43,0.44,0.39,0.4,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,7.81,7.71,7.03,6.94,11.2,587.0,579.0,540.0,533.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.85,0.86,0.76,0.77,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Total,9.22,9.01,8.3,8.11,11.2,569.0,556.0,523.0,512.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,44.28,45.17,39.85,40.65,11.2,185.0,188.0,170.0,173.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,146.64,148.02,131.98,133.22,11.2,19026.0,19204.0,17504.0,17668.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,33.0,32.7,29.7,29.43,11.2,9.0,8.0,8.0,7.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,0.01,0.01,0.01,0.01,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,5.0,AXIS MAX LIFE INSURANCE LIMITED,Total,223.19,225.89,200.87,203.3,11.2,19171.0,19402.0,17637.0,17850.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,6.44,6.27,5.8,5.64,11.2,102.0,99.0,94.0,91.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,93.19,90.06,83.87,81.05,11.2,12738.0,12310.0,11719.0,11325.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,152.94,150.01,137.65,135.01,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,29.16,29.64,26.24,26.68,11.2,10.0,10.0,9.0,9.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,6.0,BAJAJ LIFE INSURANCE LIMITED,Total,271.38,275.96,244.24,248.36,11.2,12214.0,12420.0,11237.0,11426.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,0.81,0.81,0.73,0.73,11.2,628.0,623.0,578.0,573.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,1.51,1.55,1.36,1.4,11.2,7.0,7.0,6.0,6.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,2.41,2.36,2.17,2.12,11.2,643.0,630.0,592.0,580.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.69,3.77,3.32,3.39,11.2,24.0,25.0,22.0,23.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,15.51,15.63,13.96,14.07,11.2,3082.0,3106.0,2835.0,2858.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,7.82,7.78,7.04,7.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.07,0.06,0.06,0.05,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,27.57,27.24,24.81,24.52,11.2,3170.0,3132.0,2916.0,2881.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,6.64,6.67,5.98,6.0,11.2,49.0,49.0,45.0,45.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,18.97,18.77,17.07,16.89,11.2,2720.0,2692.0,2502.0,2477.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,115.53,113.52,103.98,102.17,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.16,0.16,0.14,0.14,11.2,1.0,1.0,1.0,1.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
April,2017,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.15,0.14,0.14,0.13,11.2,2.0,2.0,2.0,2.0,8.5,raw_files/DetailedReportofNB_Archive_2017_April.xls
